deck_archetype,format,opponent_archetype,total_matches,wins,losses,ties,win_rate
Froslass Munkidori,ASC Standard 2025,Froslass Munkidori,92,44,44,4,0.4782608695652174
Froslass Munkidori,ASC Standard 2025,Raging Bolt Ogerpon,82,37,45,0,0.45121951219512196
Froslass Munkidori,ASC Standard 2025,Rocket's Honchkrow,76,36,39,1,0.47368421052631576
Froslass Munkidori,ASC Standard 2025,Lucario Hariyama,75,34,40,1,0.4533333333333333
Froslass Munkidori,ASC Standard 2025,Dragapult Charizard,73,40,33,0,0.547945205479452
Froslass Munkidori,ASC Standard 2025,Gardevoir,72,36,31,5,0.5
Froslass Munkidori,ASC Standard 2025,Mega Venusaur,63,45,17,1,0.7142857142857143
Froslass Munkidori,ASC Standard 2025,Joltik Box,59,19,40,0,0.3220338983050847
Froslass Munkidori,ASC Standard 2025,Festival Lead,58,38,20,0,0.6551724137931034
Froslass Munkidori,ASC Standard 2025,Charizard Noctowl,54,23,30,1,0.42592592592592593
Froslass Munkidori,ASC Standard 2025,Kangaskhan Bouffalant,51,20,30,1,0.39215686274509803
Froslass Munkidori,ASC Standard 2025,Gardevoir Jellicent,49,20,29,0,0.40816326530612246
Froslass Munkidori,ASC Standard 2025,Charizard Pidgeot,48,33,15,0,0.6875
Froslass Munkidori,ASC Standard 2025,Greninja,44,21,21,2,0.4772727272727273
Froslass Munkidori,ASC Standard 2025,Ceruledge,39,17,21,1,0.4358974358974359
Froslass Munkidori,ASC Standard 2025,Flareon Noctowl,37,22,14,1,0.5945945945945946
Froslass Munkidori,ASC Standard 2025,Dragonite Eelektrik,36,30,6,0,0.8333333333333334
Froslass Munkidori,ASC Standard 2025,Rocket's Mewtwo,35,25,10,0,0.7142857142857143
Froslass Munkidori,ASC Standard 2025,Tera Box,34,23,11,0,0.6764705882352942
Froslass Munkidori,ASC Standard 2025,Ogerpon Meganium,32,21,11,0,0.65625
Froslass Munkidori,ASC Standard 2025,Crustle,28,18,8,2,0.6428571428571429
Froslass Munkidori,ASC Standard 2025,Cynthia's Garchomp,22,9,13,0,0.4090909090909091
Froslass Munkidori,ASC Standard 2025,Iron Hands Magneton,10,3,7,0,0.3
Raging Bolt Ogerpon,ASC Standard 2025,Dragapult Dusknoir,386,180,204,2,0.46632124352331605
Raging Bolt Ogerpon,ASC Standard 2025,N's Zoroark,173,90,81,2,0.5202312138728323
Raging Bolt Ogerpon,ASC Standard 2025,Grimmsnarl Froslass,171,88,77,6,0.5146198830409356
Raging Bolt Ogerpon,ASC Standard 2025,Mega Absol Box,170,107,54,9,0.6294117647058823
Raging Bolt Ogerpon,ASC Standard 2025,Gholdengo Lunatone,145,69,71,5,0.47586206896551725
Raging Bolt Ogerpon,ASC Standard 2025,Raging Bolt Ogerpon,96,46,46,4,0.4791666666666667
Raging Bolt Ogerpon,ASC Standard 2025,Gardevoir,96,40,51,5,0.4166666666666667
Raging Bolt Ogerpon,ASC Standard 2025,Lucario Hariyama,92,46,46,0,0.5
Raging Bolt Ogerpon,ASC Standard 2025,Alakazam Dudunsparce,92,32,59,1,0.34782608695652173
Raging Bolt Ogerpon,ASC Standard 2025,Froslass Munkidori,82,45,37,0,0.5487804878048781
Raging Bolt Ogerpon,ASC Standard 2025,Charizard Noctowl,78,30,47,1,0.38461538461538464
Raging Bolt Ogerpon,ASC Standard 2025,Gardevoir Jellicent,78,28,46,4,0.358974358974359
Raging Bolt Ogerpon,ASC Standard 2025,Kangaskhan Bouffalant,67,41,25,1,0.6119402985074627
Raging Bolt Ogerpon,ASC Standard 2025,Dragapult Charizard,63,31,31,1,0.49206349206349204
Raging Bolt Ogerpon,ASC Standard 2025,Mega Venusaur,60,25,34,1,0.4166666666666667
Raging Bolt Ogerpon,ASC Standard 2025,Tera Box,60,23,36,1,0.38333333333333336
Raging Bolt Ogerpon,ASC Standard 2025,Charizard Pidgeot,57,20,37,0,0.3508771929824561
Raging Bolt Ogerpon,ASC Standard 2025,Festival Lead,54,27,27,0,0.5
Raging Bolt Ogerpon,ASC Standard 2025,Greninja,53,28,24,1,0.5283018867924528
Raging Bolt Ogerpon,ASC Standard 2025,Rocket's Mewtwo,41,26,15,0,0.6341463414634146
Raging Bolt Ogerpon,ASC Standard 2025,Rocket's Honchkrow,37,17,20,0,0.4594594594594595
Raging Bolt Ogerpon,ASC Standard 2025,Ceruledge,36,19,17,0,0.5277777777777778
Raging Bolt Ogerpon,ASC Standard 2025,Joltik Box,33,13,20,0,0.3939393939393939
Raging Bolt Ogerpon,ASC Standard 2025,Ogerpon Meganium,24,11,12,1,0.4583333333333333
Raging Bolt Ogerpon,ASC Standard 2025,Crustle,24,10,13,1,0.4166666666666667
Raging Bolt Ogerpon,ASC Standard 2025,Flareon Noctowl,22,10,12,0,0.45454545454545453
Raging Bolt Ogerpon,ASC Standard 2025,Cynthia's Garchomp,21,12,9,0,0.5714285714285714
Raging Bolt Ogerpon,ASC Standard 2025,Dragonite Eelektrik,18,12,6,0,0.6666666666666666
Raging Bolt Ogerpon,ASC Standard 2025,Iron Hands Magneton,12,5,7,0,0.4166666666666667
Dragapult Dusknoir,ASC Standard 2025,Dragapult Dusknoir,1630,798,798,34,0.48957055214723927
Dragapult Dusknoir,ASC Standard 2025,N's Zoroark,707,340,358,9,0.4809052333804809
Dragapult Dusknoir,ASC Standard 2025,Grimmsnarl Froslass,696,295,382,19,0.4238505747126437
Dragapult Dusknoir,ASC Standard 2025,Mega Absol Box,605,251,334,20,0.41487603305785126
Dragapult Dusknoir,ASC Standard 2025,Gholdengo Lunatone,558,240,303,15,0.43010752688172044
Dragapult Dusknoir,ASC Standard 2025,Alakazam Dudunsparce,450,265,173,12,0.5888888888888889
Dragapult Dusknoir,ASC Standard 2025,Raging Bolt Ogerpon,386,204,180,2,0.5284974093264249
Dragapult Dusknoir,ASC Standard 2025,Gardevoir,372,154,209,9,0.41397849462365593
Dragapult Dusknoir,ASC Standard 2025,Charizard Noctowl,318,211,100,7,0.6635220125786163
Dragapult Dusknoir,ASC Standard 2025,Froslass Munkidori,315,157,153,5,0.4984126984126984
Dragapult Dusknoir,ASC Standard 2025,Lucario Hariyama,314,163,148,3,0.5191082802547771
Dragapult Dusknoir,ASC Standard 2025,Gardevoir Jellicent,310,146,160,4,0.47096774193548385
Dragapult Dusknoir,ASC Standard 2025,Dragapult Charizard,301,143,146,12,0.4750830564784053
Dragapult Dusknoir,ASC Standard 2025,Rocket's Honchkrow,246,152,92,2,0.6178861788617886
Dragapult Dusknoir,ASC Standard 2025,Charizard Pidgeot,236,128,99,9,0.5423728813559322
Dragapult Dusknoir,ASC Standard 2025,Rocket's Mewtwo,220,109,107,4,0.4954545454545455
Dragapult Dusknoir,ASC Standard 2025,Kangaskhan Bouffalant,219,82,128,9,0.3744292237442922
Dragapult Dusknoir,ASC Standard 2025,Festival Lead,199,146,52,1,0.7336683417085427
Dragapult Dusknoir,ASC Standard 2025,Greninja,184,93,87,4,0.5054347826086957
Dragapult Dusknoir,ASC Standard 2025,Ceruledge,184,86,94,4,0.4673913043478261
Dragapult Dusknoir,ASC Standard 2025,Joltik Box,171,84,84,3,0.49122807017543857
Dragapult Dusknoir,ASC Standard 2025,Mega Venusaur,166,103,59,4,0.6204819277108434
Dragapult Dusknoir,ASC Standard 2025,Tera Box,157,80,75,2,0.5095541401273885
Dragapult Dusknoir,ASC Standard 2025,Crustle,129,68,55,6,0.5271317829457365
Dragapult Dusknoir,ASC Standard 2025,Flareon Noctowl,122,77,39,6,0.6311475409836066
Dragapult Dusknoir,ASC Standard 2025,Cynthia's Garchomp,121,68,52,1,0.5619834710743802
Dragapult Dusknoir,ASC Standard 2025,Ogerpon Meganium,103,52,51,0,0.5048543689320388
Dragapult Dusknoir,ASC Standard 2025,Dragonite Eelektrik,85,53,30,2,0.6235294117647059
Dragapult Dusknoir,ASC Standard 2025,Iron Hands Magneton,51,20,31,0,0.39215686274509803
Alakazam Dudunsparce,ASC Standard 2025,Dragapult Dusknoir,450,173,265,12,0.3844444444444444
Alakazam Dudunsparce,ASC Standard 2025,N's Zoroark,215,101,112,2,0.4697674418604651
Alakazam Dudunsparce,ASC Standard 2025,Grimmsnarl Froslass,192,79,109,4,0.4114583333333333
Alakazam Dudunsparce,ASC Standard 2025,Mega Absol Box,160,66,87,7,0.4125
Alakazam Dudunsparce,ASC Standard 2025,Gholdengo Lunatone,158,92,62,4,0.5822784810126582
Alakazam Dudunsparce,ASC Standard 2025,Alakazam Dudunsparce,124,61,61,2,0.49193548387096775
Alakazam Dudunsparce,ASC Standard 2025,Froslass Munkidori,107,50,55,2,0.4672897196261682
Alakazam Dudunsparce,ASC Standard 2025,Gardevoir,102,31,69,2,0.30392156862745096
Alakazam Dudunsparce,ASC Standard 2025,Raging Bolt Ogerpon,92,59,32,1,0.6413043478260869
Alakazam Dudunsparce,ASC Standard 2025,Charizard Noctowl,86,36,47,3,0.4186046511627907
Alakazam Dudunsparce,ASC Standard 2025,Lucario Hariyama,85,55,29,1,0.6470588235294118
Alakazam Dudunsparce,ASC Standard 2025,Gardevoir Jellicent,83,40,41,2,0.4819277108433735
Alakazam Dudunsparce,ASC Standard 2025,Dragapult Charizard,82,32,48,2,0.3902439024390244
Alakazam Dudunsparce,ASC Standard 2025,Festival Lead,67,31,36,0,0.4626865671641791
Alakazam Dudunsparce,ASC Standard 2025,Charizard Pidgeot,65,34,30,1,0.5230769230769231
Alakazam Dudunsparce,ASC Standard 2025,Rocket's Mewtwo,65,13,52,0,0.2
Alakazam Dudunsparce,ASC Standard 2025,Mega Venusaur,63,34,29,0,0.5396825396825397
Alakazam Dudunsparce,ASC Standard 2025,Kangaskhan Bouffalant,54,37,16,1,0.6851851851851852
Alakazam Dudunsparce,ASC Standard 2025,Greninja,47,19,27,1,0.40425531914893614
Alakazam Dudunsparce,ASC Standard 2025,Rocket's Honchkrow,47,12,32,3,0.2553191489361702
Alakazam Dudunsparce,ASC Standard 2025,Joltik Box,45,25,20,0,0.5555555555555556
Alakazam Dudunsparce,ASC Standard 2025,Ceruledge,40,27,13,0,0.675
Alakazam Dudunsparce,ASC Standard 2025,Flareon Noctowl,40,24,14,2,0.6
Alakazam Dudunsparce,ASC Standard 2025,Tera Box,37,19,17,1,0.5135135135135135
Alakazam Dudunsparce,ASC Standard 2025,Cynthia's Garchomp,35,23,11,1,0.6571428571428571
Alakazam Dudunsparce,ASC Standard 2025,Ogerpon Meganium,32,20,12,0,0.625
Alakazam Dudunsparce,ASC Standard 2025,Dragonite Eelektrik,30,20,10,0,0.6666666666666666
Alakazam Dudunsparce,ASC Standard 2025,Crustle,24,13,11,0,0.5416666666666666
Alakazam Dudunsparce,ASC Standard 2025,Iron Hands Magneton,11,8,3,0,0.7272727272727273
Mega Absol Box,ASC Standard 2025,Dragapult Dusknoir,605,334,251,20,0.5520661157024793
Mega Absol Box,ASC Standard 2025,N's Zoroark,293,131,155,7,0.447098976109215
Mega Absol Box,ASC Standard 2025,Grimmsnarl Froslass,286,159,119,8,0.5559440559440559
Mega Absol Box,ASC Standard 2025,Mega Absol Box,248,116,116,16,0.46774193548387094
Mega Absol Box,ASC Standard 2025,Gholdengo Lunatone,229,115,109,5,0.5021834061135371
Mega Absol Box,ASC Standard 2025,Raging Bolt Ogerpon,170,54,107,9,0.3176470588235294
Mega Absol Box,ASC Standard 2025,Alakazam Dudunsparce,160,87,66,7,0.54375
Mega Absol Box,ASC Standard 2025,Dragapult Charizard,137,64,68,5,0.46715328467153283
Mega Absol Box,ASC Standard 2025,Froslass Munkidori,136,81,51,4,0.5955882352941176
Mega Absol Box,ASC Standard 2025,Gardevoir,133,70,58,5,0.5263157894736842
Mega Absol Box,ASC Standard 2025,Charizard Noctowl,119,59,56,4,0.4957983193277311
Mega Absol Box,ASC Standard 2025,Gardevoir Jellicent,116,69,43,4,0.5948275862068966
Mega Absol Box,ASC Standard 2025,Lucario Hariyama,110,46,62,2,0.41818181818181815
Mega Absol Box,ASC Standard 2025,Kangaskhan Bouffalant,93,35,54,4,0.3763440860215054
Mega Absol Box,ASC Standard 2025,Festival Lead,89,43,45,1,0.48314606741573035
Mega Absol Box,ASC Standard 2025,Rocket's Honchkrow,87,46,40,1,0.5287356321839081
Mega Absol Box,ASC Standard 2025,Joltik Box,86,32,52,2,0.37209302325581395
Mega Absol Box,ASC Standard 2025,Charizard Pidgeot,85,39,44,2,0.4588235294117647
Mega Absol Box,ASC Standard 2025,Mega Venusaur,75,32,41,2,0.4266666666666667
Mega Absol Box,ASC Standard 2025,Flareon Noctowl,72,44,24,4,0.6111111111111112
Mega Absol Box,ASC Standard 2025,Tera Box,69,38,31,0,0.5507246376811594
Mega Absol Box,ASC Standard 2025,Rocket's Mewtwo,69,31,37,1,0.4492753623188406
Mega Absol Box,ASC Standard 2025,Ceruledge,64,26,35,3,0.40625
Mega Absol Box,ASC Standard 2025,Greninja,62,26,33,3,0.41935483870967744
Mega Absol Box,ASC Standard 2025,Cynthia's Garchomp,47,24,21,2,0.5106382978723404
Mega Absol Box,ASC Standard 2025,Crustle,47,18,26,3,0.3829787234042553
Mega Absol Box,ASC Standard 2025,Dragonite Eelektrik,44,23,21,0,0.5227272727272727
Mega Absol Box,ASC Standard 2025,Ogerpon Meganium,44,15,29,0,0.3409090909090909
Mega Absol Box,ASC Standard 2025,Iron Hands Magneton,27,17,10,0,0.6296296296296297
Grimmsnarl Froslass,ASC Standard 2025,Dragapult Dusknoir,696,382,295,19,0.5488505747126436
Grimmsnarl Froslass,ASC Standard 2025,Grimmsnarl Froslass,338,161,161,16,0.47633136094674555
Grimmsnarl Froslass,ASC Standard 2025,N's Zoroark,308,172,129,7,0.5584415584415584
Grimmsnarl Froslass,ASC Standard 2025,Mega Absol Box,286,119,159,8,0.4160839160839161
Grimmsnarl Froslass,ASC Standard 2025,Gholdengo Lunatone,226,111,108,7,0.4911504424778761
Grimmsnarl Froslass,ASC Standard 2025,Alakazam Dudunsparce,192,109,79,4,0.5677083333333334
Grimmsnarl Froslass,ASC Standard 2025,Raging Bolt Ogerpon,171,77,88,6,0.4502923976608187
Grimmsnarl Froslass,ASC Standard 2025,Froslass Munkidori,155,95,59,1,0.6129032258064516
Grimmsnarl Froslass,ASC Standard 2025,Gardevoir,151,79,65,7,0.5231788079470199
Grimmsnarl Froslass,ASC Standard 2025,Dragapult Charizard,148,94,46,8,0.6351351351351351
Grimmsnarl Froslass,ASC Standard 2025,Lucario Hariyama,138,69,68,1,0.5
Grimmsnarl Froslass,ASC Standard 2025,Charizard Noctowl,131,76,52,3,0.5801526717557252
Grimmsnarl Froslass,ASC Standard 2025,Gardevoir Jellicent,125,80,39,6,0.64
Grimmsnarl Froslass,ASC Standard 2025,Charizard Pidgeot,113,63,44,6,0.5575221238938053
Grimmsnarl Froslass,ASC Standard 2025,Rocket's Honchkrow,104,54,50,0,0.5192307692307693
Grimmsnarl Froslass,ASC Standard 2025,Festival Lead,88,44,42,2,0.5
Grimmsnarl Froslass,ASC Standard 2025,Rocket's Mewtwo,87,56,29,2,0.6436781609195402
Grimmsnarl Froslass,ASC Standard 2025,Ceruledge,86,40,45,1,0.46511627906976744
Grimmsnarl Froslass,ASC Standard 2025,Kangaskhan Bouffalant,83,34,45,4,0.40963855421686746
Grimmsnarl Froslass,ASC Standard 2025,Mega Venusaur,79,30,49,0,0.379746835443038
Grimmsnarl Froslass,ASC Standard 2025,Tera Box,76,34,40,2,0.4473684210526316
Grimmsnarl Froslass,ASC Standard 2025,Greninja,73,33,39,1,0.4520547945205479
Grimmsnarl Froslass,ASC Standard 2025,Joltik Box,68,22,43,3,0.3235294117647059
Grimmsnarl Froslass,ASC Standard 2025,Crustle,61,23,37,1,0.3770491803278688
Grimmsnarl Froslass,ASC Standard 2025,Flareon Noctowl,57,20,34,3,0.3508771929824561
Grimmsnarl Froslass,ASC Standard 2025,Cynthia's Garchomp,48,14,33,1,0.2916666666666667
Grimmsnarl Froslass,ASC Standard 2025,Ogerpon Meganium,46,21,25,0,0.45652173913043476
Grimmsnarl Froslass,ASC Standard 2025,Dragonite Eelektrik,42,32,10,0,0.7619047619047619
Grimmsnarl Froslass,ASC Standard 2025,Iron Hands Magneton,23,10,12,1,0.43478260869565216
N's Zoroark,ASC Standard 2025,Dragapult Dusknoir,707,358,340,9,0.5063649222065064
N's Zoroark,ASC Standard 2025,N's Zoroark,408,198,198,12,0.4852941176470588
N's Zoroark,ASC Standard 2025,Grimmsnarl Froslass,308,129,172,7,0.41883116883116883
N's Zoroark,ASC Standard 2025,Mega Absol Box,293,155,131,7,0.5290102389078498
N's Zoroark,ASC Standard 2025,Gholdengo Lunatone,264,109,145,10,0.4128787878787879
N's Zoroark,ASC Standard 2025,Alakazam Dudunsparce,215,112,101,2,0.5209302325581395
N's Zoroark,ASC Standard 2025,Raging Bolt Ogerpon,173,81,90,2,0.4682080924855491
N's Zoroark,ASC Standard 2025,Froslass Munkidori,170,72,97,1,0.4235294117647059
N's Zoroark,ASC Standard 2025,Lucario Hariyama,168,79,89,0,0.47023809523809523
N's Zoroark,ASC Standard 2025,Gardevoir,163,79,75,9,0.48466257668711654
N's Zoroark,ASC Standard 2025,Dragapult Charizard,137,58,79,0,0.4233576642335766
N's Zoroark,ASC Standard 2025,Charizard Noctowl,135,66,65,4,0.4888888888888889
N's Zoroark,ASC Standard 2025,Gardevoir Jellicent,131,84,44,3,0.6412213740458015
N's Zoroark,ASC Standard 2025,Rocket's Honchkrow,114,56,58,0,0.49122807017543857
N's Zoroark,ASC Standard 2025,Festival Lead,111,41,69,1,0.36936936936936937
N's Zoroark,ASC Standard 2025,Rocket's Mewtwo,108,37,70,1,0.3425925925925926
N's Zoroark,ASC Standard 2025,Mega Venusaur,107,45,62,0,0.4205607476635514
N's Zoroark,ASC Standard 2025,Kangaskhan Bouffalant,100,45,52,3,0.45
N's Zoroark,ASC Standard 2025,Charizard Pidgeot,97,45,49,3,0.4639175257731959
N's Zoroark,ASC Standard 2025,Tera Box,90,54,34,2,0.6
N's Zoroark,ASC Standard 2025,Joltik Box,89,28,57,4,0.3146067415730337
N's Zoroark,ASC Standard 2025,Greninja,81,43,37,1,0.5308641975308642
N's Zoroark,ASC Standard 2025,Flareon Noctowl,77,44,32,1,0.5714285714285714
N's Zoroark,ASC Standard 2025,Ceruledge,75,41,32,2,0.5466666666666666
N's Zoroark,ASC Standard 2025,Dragonite Eelektrik,57,29,26,2,0.5087719298245614
N's Zoroark,ASC Standard 2025,Cynthia's Garchomp,57,29,28,0,0.5087719298245614
N's Zoroark,ASC Standard 2025,Crustle,56,26,29,1,0.4642857142857143
N's Zoroark,ASC Standard 2025,Ogerpon Meganium,47,24,23,0,0.5106382978723404
N's Zoroark,ASC Standard 2025,Iron Hands Magneton,23,14,9,0,0.6086956521739131
